类型,key,English,English,English,简体中文,例子,简体中文,例子,简体中文,例子,来源,备注,释义
实体,,Spider Jockey,,,蜘蛛骑士,,,,,,标准译名列表,,
实体,,Squid,,,鱿鱼,,,,,,标准译名列表,,
实体,,Stray,,,流浪者,,,,,,标准译名列表,,
实体,,Strider,,,炽足兽,,,,,,标准译名列表,,
实体,,Tadpole,,,蝌蚪,,,,,,标准译名列表,,
实体,,Tamed Wolf,,,驯服的狼,,,,,,标准译名列表,,
实体,,Trader Llama,,,行商羊驼,,,,,,标准译名列表,,
实体,,Tropical Fish,,,热带鱼,,,,,,标准译名列表,,
实体,,Turtle,Sea Turtle,,海龟,,,,,,标准译名列表,Sea Turtle 是基岩版名称,
实体,,Vex,,,恼鬼,,,,,,标准译名列表,,
实体,,Villager,,,村民,,,,,,标准译名列表,,
实体,,Vindicator,,,卫道士,,,,,,标准译名列表,,
实体,,Wandering Trader,,,流浪商人,,,,,,标准译名列表,,
实体,,Witch,,,女巫,,,,,,标准译名列表,,
实体,,Wither,,,凋灵,,,,,,标准译名列表,,
实体,,Wither Skeleton,,,凋灵骷髅,,,,,,标准译名列表,,
实体,,Wither Skull,,,凋灵之首,,,,,,标准译名列表,,
实体,,Wolf,,,狼,,,,,,标准译名列表,,
实体,,Zoglin,,,僵尸疣猪兽,,,,,,标准译名列表,,
实体,,Zombie,,,僵尸,,,,,,标准译名列表,,
实体,,Zombie Horse,,,僵尸马,,,,,,标准译名列表,,
实体,,Zombie Pigman,,,僵尸猪人,,,,,,标准译名列表,,
实体,,Zombie Villager,,,僵尸村民,,,,,,标准译名列表,,
实体,,Zombified Piglin,,,僵尸猪灵,,,,,,标准译名列表,,
魔咒,,Protection,,,保护,,,,,,标准译名列表,,
魔咒,,Fire Protection,,,火焰保护,,,,,,标准译名列表,,
魔咒,,Feather Falling,,,摔落保护,,,,,,标准译名列表,,
魔咒,,Blast Protection,,,爆炸保护,,,,,,标准译名列表,,
魔咒,,Projectile Protection,,,弹射物保护,,,,,,标准译名列表,,
魔咒,,Respiration,,,水下呼吸,,,,,,标准译名列表,,
魔咒,,Aqua Affinity,,,水下速掘,,,,,,标准译名列表,,
魔咒,,Thorns,,,荆棘,,,,,,标准译名列表,,
魔咒,,Depth Strider,,,深海探索者,,,,,,标准译名列表,,
魔咒,,Frost Walker,,,冰霜行者,,,,,,标准译名列表,,
魔咒,,Curse of Binding,,,绑定诅咒,,,,,,标准译名列表,,
魔咒,,Sharpness,,,锋利,,,,,,标准译名列表,,
魔咒,,Smite,,,亡灵杀手,,,,,,标准译名列表,,
魔咒,,Bane of Arthropods,,,节肢杀手,,,,,,标准译名列表,,
魔咒,,Knockback,,,击退,,,,,,标准译名列表,,
魔咒,,Fire Aspect,,,火焰附加,,,,,,标准译名列表,,
魔咒,,Looting,,,抢夺,,,,,,标准译名列表,,
魔咒,,Sweeping Edge,,,横扫之刃,,,,,,标准译名列表,,
魔咒,,Efficiency,,,效率,,,,,,标准译名列表,,
魔咒,,Silk Touch,,,精准采集,,,,,,标准译名列表,,
魔咒,,Unbreaking,,,耐久,,,,,,标准译名列表,,
魔咒,,Fortune,,,时运,,,,,,标准译名列表,,
魔咒,,Power,,,力量,,,,,,标准译名列表,,
魔咒,,Punch,,,冲击,,,,,,标准译名列表,,
魔咒,,Flame,,,火矢,,,,,,标准译名列表,,
魔咒,,Infinity,,,无限,,,,,,标准译名列表,,
魔咒,,Luck of the Sea,,,海之眷顾,,,,,,标准译名列表,,
魔咒,,Lure,,,饵钓,,,,,,标准译名列表,,
魔咒,,Mending,,,经验修补,,,,,,标准译名列表,,
魔咒,,Curse of Vanishing,,,消失诅咒,,,,,,标准译名列表,,
魔咒,,Loyalty,,,忠诚,,,,,,标准译名列表,,
魔咒,,Channeling,,,引雷,,,,,,标准译名列表,,
魔咒,,Riptide,,,激流,,,,,,标准译名列表,,
魔咒,,Impaling,,,穿刺,,,,,,标准译名列表,,
魔咒,,Quick Charge,,,快速装填,,,,,,标准译名列表,,
魔咒,,Multishot,,,多重射击,,,,,,标准译名列表,,
魔咒,,Piercing,,,穿透,,,,,,标准译名列表,,
魔咒,,Soul Speed,,,灵魂疾行,,,,,,标准译名列表,,
状态效果,,Speed,,,速度,,,,,,标准译名列表,,
状态效果,,Slowness,,,缓慢,,,,,,标准译名列表,,
状态效果,,Haste,,,急迫,,,,,,标准译名列表,,
状态效果,,Mining Fatigue,,,挖掘疲劳,,,,,,标准译名列表,,
状态效果,,Strength,,,力量,,,,,,标准译名列表,,
状态效果,,Instant Health,,,瞬间治疗,,,,,,标准译名列表,,
状态效果,,Instant Damage,,,瞬间伤害,,,,,,标准译名列表,,
状态效果,,Jump Boost,,,跳跃提升,,,,,,标准译名列表,,
状态效果,,Nausea,,,反胃,,,,,,标准译名列表,,
状态效果,,Regeneration,,,生命恢复,,,,,,标准译名列表,,
状态效果,,Resistance,,,抗性提升,,,,,,标准译名列表,,
状态效果,,Fire Resistance,,,防火,,,,,,标准译名列表,,
状态效果,,Water Breathing,,,水下呼吸,,,,,,标准译名列表,,
状态效果,,Invisibility,,,隐身,,,,,,标准译名列表,,
状态效果,,Blindness,,,失明,,,,,,标准译名列表,,
状态效果,,Night Vision,,,夜视,,,,,,标准译名列表,,
状态效果,,Hunger,,,饥饿,,,,,,标准译名列表,,
状态效果,,Weakness,,,虚弱,,,,,,标准译名列表,,
状态效果,,Poison,,,中毒,,,,,,标准译名列表,,
状态效果,,Wither,,,凋零,,,,,,标准译名列表,,
状态效果,,Health Boost,,,生命提升,,,,,,标准译名列表,,
状态效果,,Absorption,,,伤害吸收,,,,,,标准译名列表,,
状态效果,,Saturation,,,饱和,,,,,,标准译名列表,,
状态效果,,Glowing,,,发光,,,,,,标准译名列表,,
状态效果,,Levitation,,,飘浮,,,,,,标准译名列表,,
状态效果,,Luck,,,幸运,,,,,,标准译名列表,,
状态效果,,Unluck,,,霉运,,,,,,标准译名列表,,
状态效果,,Slow Falling,,,缓降,,,,,,标准译名列表,,
状态效果,,Conduit Power,,,潮涌能量,,,,,,标准译名列表,,
状态效果,,Dolphins Grace,,,海豚的恩惠,,,,,,标准译名列表,,
状态效果,,Bad Omen,,,不祥之兆,,,,,,标准译名列表,,
状态效果,,Hero of the Village,,,村庄英雄,,,,,,标准译名列表,,
环境,,Architecture,,,建筑,,,,,,标准译名列表,,
环境,,Biome,,,生物群系,,,,,,标准译名列表,,
环境,,Generated structure,,,结构,,,,,,标准译名列表,,
环境,,Chunk,,,区块,,,,,,标准译名列表,,
环境,,Feature,,,地物,,地形特征,,,,标准译名列表,,
环境,,The Void,,,虚空,,,,,,标准译名列表,,
环境,,World boundary,,,世界界限,,,,,,标准译名列表,,
环境,,Projectile,,,弹射物,,,,,,标准译名列表,,
环境,,Entity,,,实体,,,,,,标准译名列表,,
环境,,Dimension,,,维度,,,,,,标准译名列表,,
环境,,The Overworld,,,主世界,,,,,,标准译名列表,,
环境,,The Nether,,,下界,,,,,,标准译名列表,,
环境,,The End,,,末地,,末路之地,,,,标准译名列表,,
环境,,Default,,,默认,,,,,,标准译名列表,,
环境,,Amplified,,,放大化,,,,,,标准译名列表,,
环境,,Superflat,,,超平坦,,,,,,标准译名列表,,
环境,,Large biome,,,巨型生物群系,,,,,,标准译名列表,,
环境,,Debug mode,,,调试模式,,,,,,标准译名列表,,
环境,,Customized,,,自定义,,,,,,标准译名列表,,
环境,,Buffet,,,自选,,,,,,标准译名列表,,
环境,,Old,,,旧世界类型,,,,,,标准译名列表,,
环境,,Floating island,,,浮岛,,,,,,标准译名列表,,
环境,,Hollow,,,空洞,,,,,,标准译名列表,,
环境,,Mountain,,,山脉,,,,,,标准译名列表,,
环境,,Hill,,,丘陵,,,,,,标准译名列表,,
环境,,Far Land,,,边境之地,,,,,,标准译名列表,,
环境,,Abandoned mineshaft,,,废弃矿井,,,,,,标准译名列表,,
环境,,Stronghold,,,要塞,,,,,,标准译名列表,,
环境,,Buried treasure,,,埋藏的宝藏,,,,,,标准译名列表,,
环境,,Dungeon,,,地牢,,,,,,标准译名列表,,
环境,,Huge mushroom,,,巨型蘑菇,,,,,,标准译名列表,,
环境,,Iceberg,,,冰山,,,,,,标准译名列表,,
环境,,Ice spike,,,冰刺,,,,,,标准译名列表,,
环境,,Mossy cobblestone boulder,,,生苔的巨石,,,,,,标准译名列表,,
环境,,Shipwreck,,,沉船,,,,,,标准译名列表,,
环境,,Coral reef,,,珊瑚礁,,,,,,标准译名列表,,
环境,,Ocean monument,Monuments,,海底神殿,,,,,,标准译名列表/Minecraft Wiki,,
环境,,Desert temple,,,沙漠神殿,,,,,,标准译名列表,,
环境,,Jungle temple,,,丛林神庙,,,,,,标准译名列表,,
环境,,Woodland mansion,,,林地府邸,,,,,,标准译名列表,,
环境,,Pillager outpost,,,掠夺者前哨站,,,,,,标准译名列表,,
环境,,Witch hut,,,沼泽小屋,,,,,,标准译名列表,,
环境,,Glowstone cluster,,,荧石堆,,,,,,标准译名列表,,
环境,,Lava sea,,,熔岩海,,,,,,标准译名列表,,
环境,,Nether fortress,,,下界要塞,,,,,,标准译名列表,,
环境,,End city,,,末地城,,,,,,标准译名列表,,
环境,,Exit portal,,,返回传送门,,,,,,标准译名列表,,
环境,,End gateway,,,末地折跃门,,,,,,标准译名列表,,
环境,,Obsidian pillar,,,黑曜石柱,,,,,,标准译名列表,,
环境,,Nether portal,,,下界传送门,,,,,,标准译名列表,,
环境,,Conduit frame,,,潮涌框架,,,,,,标准译名列表,,
环境,,Opacity,,,不透明度,,,,,,标准译名列表,,
环境,,Ambient,,,环境音效,,,,,,标准译名列表,,
环境,,Thunderstorm,,,雷暴,,,,,,标准译名列表,,
环境,,Nether reactor,,,下界反应器,,,,,,标准译名列表,,
环境,,Monolith,,,独石柱,,,,,,标准译名列表,暂译（截至2022年3月1日）,
环境,,Sky dimension,,,天域,,,,,,标准译名列表,,
环境,,Enchanting library,,,附魔用图书馆,,,,,,标准译名列表,,
环境,,Novice,,,新手,,,,,,标准译名列表,,
环境,,Apprentice,,,学徒,,,,,,标准译名列表,,
环境,,Journeyman,,,老手,,,,,,标准译名列表,,
环境,,Expert,,,专家,,,,,,标准译名列表,,
环境,,Master,,,大师,,,,,,标准译名列表,,
环境,,Ocean ruins,,,海底废墟,,,,,,标准译名列表,,
环境,,Igloo,,,雪屋,,,,,,标准译名列表,,
环境,,Basalt pillar,,,玄武岩柱,,,,,,标准译名列表,,
环境,,Ruined portal,,,废弃传送门,,,,,,标准译名列表,,
环境,,Bastion remnant,,,堡垒遗迹,,,,,,标准译名列表,,
环境,,Amethyst geode,,,紫晶洞,,,,,,标准译名列表,,
版本相关,,Mojang,,,Mojang,,,,,,标准译名列表,,
版本相关,,Minecraft,,,Minecraft,,,,,,标准译名列表,,
版本相关,,Launcher,,,启动器,,,,,,标准译名列表,,
版本相关,,Realms,,,Realms,,,,,,标准译名列表,,
版本相关,,Bedrock Edition,,,基岩版,,,,,,标准译名列表,,
版本相关,,Education Edition,,,教育版,,,,,,标准译名列表,,
版本相关,,Java Edition,,,Java版,,,,,,标准译名列表,,
版本相关,,Legacy Console Edition,,,原主机版,,,,,,标准译名列表,,
版本相关,,New Nintendo 3DS Edition,,,New Nintendo 3DS版,,,,,,标准译名列表,,
版本相关,,Pocket Edition,,,携带版,,,,,,标准译名列表,,
版本相关,,Version history,,,版本记录,,,,,,标准译名列表,,
版本相关,,Development cycle,,,开发周期,,,,,,标准译名列表,,
版本相关,,Upcoming,,,即将到来,,,,,,标准译名列表,,
版本相关,,Planned version,,,计划版本,,,,,,标准译名列表,,
版本相关,,Feature,,,特性,,,,,,标准译名列表,,
版本相关,,Pre-classic,,,Pre-classic,,,,,,标准译名列表,,
版本相关,,Classic,,,Classic,,,,,,标准译名列表,,
版本相关,,Indev,,,Indev,,,,,,标准译名列表,,
版本相关,,Infdev,,,Infdev,,,,,,标准译名列表,,
版本相关,,Alpha,,,Alpha,,,,,,标准译名列表,,
版本相关,,Beta,,,Beta,,,,,,标准译名列表,,
版本相关,,Official release,Full release,,正式版,,,,,,标准译名列表,,
版本相关,,Snapshot,,,快照,,,,,,标准译名列表,,
版本相关,,Pre-release,,,预发布版,,,,,,标准译名列表,,
版本相关,,Build,,,开发版,,,,,,标准译名列表,,
版本相关,,Mentioned feature,,,提及特性,,,,,,标准译名列表,,
版本相关,,Removed feature,,,已移除特性,,,,,,标准译名列表,,
版本相关,,Exclusive feature,,,独有特性,,,,,,标准译名列表,,
版本相关,,Unused feature,,,未使用特性,,,,,,标准译名列表,,
版本相关,,Easter egg,,,彩蛋,,,,,,标准译名列表,,
版本相关,,Seecret Friday Update,,,秘密周五更新,,,,,,标准译名列表,,
版本相关,,Adventure Update,,,冒险更新,,,,,,标准译名列表,,
版本相关,,Pretty Scary Update,,,骇人更新,,,,,,标准译名列表,,
版本相关,,Horse Update,,,马匹更新,,,,,,标准译名列表,,
版本相关,,Bountful Update,,,缤纷更新,,,,,,标准译名列表,,
版本相关,,Frostburn Update,,,霜炙更新,,,,,,标准译名列表,,
版本相关,,Exploration Update,,,探险更新,,,,,,标准译名列表,,
版本相关,,Colorful Update,,,多彩世界更新,,,,,,标准译名列表,,
版本相关,,Update Aquatic,,,水域更新,,,,,,标准译名列表,,
版本相关,,Village and Pillage,,,村庄与掠夺,,,,,,标准译名列表,,
版本相关,,Buzzy Bees,,,嗡嗡蜂群,,,,,,标准译名列表,,
版本相关,,Nether Update,,,下界更新,,,,,,标准译名列表,,
版本相关,,Caves & Cliffs,,,洞穴与山崖,,,,,,标准译名列表,,
版本相关,,Pocket Edition Alpha,,,携带版Alpha,,,,,,标准译名列表,,
版本相关,,Pocket Edition Lite,,,携带版Lite,,,,,,标准译名列表,,
版本相关,,Bedrock Edition alpha,,,基岩版alpha,,,,,,标准译名列表,,
版本相关,,Bedrock Edition beta,,,基岩版beta,,,,,,标准译名列表,,
版本相关,,Ender Update,,,末影更新,,,,,,标准译名列表,,
版本相关,,Discovery Update,,,探索更新,,,,,,标准译名列表,,
版本相关,,Better Together Update,,,独乐不如众乐更新,,,,,,标准译名列表,,
难度,,Peaceful,,,和平,,,,,,标准译名列表,,
难度,,Easy,,,简单,,,,,,标准译名列表,,
难度,,Normal,,,普通,,,,,,标准译名列表,,
难度,,Hard,,,困难,,,,,,标准译名列表,,
游戏模式,,Creative,,,创造模式,,,,,,标准译名列表,,
游戏模式,,Survival,,,生存模式,,,,,,标准译名列表,,
游戏模式,,Hardcore,,,极限模式,,,,,,标准译名列表,,
游戏模式,,Adventure,,,冒险模式,,,,,,标准译名列表,,
游戏模式,,Spectator,,,旁观模式,,,,,,标准译名列表,,
游戏模式,,Demo,,,演示版,,演示模式,,,,标准译名列表,,
游戏模式,,SSP,Survival Singleplayer,,单人生存模式,,,,,,标准译名列表,,
游戏模式,,SMP,Survival Multiplayer,,多人生存模式,,,,,,标准译名列表,,
游戏模式,,CSP,Creative Singleplayer,,单人创造模式,,,,,,标准译名列表,,
游戏模式,,CMP,Creative Multiplayer,,多人创造模式,,,,,,标准译名列表,,
游戏模式,,HSP,Hardcore Singleplayer,,单人极限模式,,,,,,标准译名列表,,
游戏模式,,HMP,Hardcore Multiplayer,,多人极限模式,,,,,,标准译名列表,,
游戏模式,,ASP,Adventure Singleplayer,,单人冒险模式,,,,,,标准译名列表,,
游戏模式,,AMP,Adventure Multiplayer,,多人冒险模式,,,,,,标准译名列表,,
游戏内容,,Splash,,,闪烁标语,,,,,,标准译名列表,,
游戏内容,,Accessibility,,,辅助功能,,,,,,标准译名列表,,
游戏内容,,Advancement,,,进度,,,,,,标准译名列表,,
游戏内容,,Attack indicator,,,攻击指示器,,,,,,标准译名列表,,
游戏内容,,Chest loot,,,箱子战利品,,,,,,标准译名列表,,
游戏内容,,Loot table,,,战利品表,,,,,,标准译名列表,,
游戏内容,,Crosshair,,,十字准星,,准星,,,,标准译名列表,,
游戏内容,,HUD,Heads-up display,,HUD,,抬头显示器,,平视显示器,,标准译名列表,,
游戏内容,,Inventory,,,物品栏,,,,,,标准译名列表,,
游戏内容,,Hotbar,,,快捷栏,,,,,,标准译名列表,,
游戏内容,,Narrator,,,复述功能,,,,,,标准译名列表,,
游戏内容,,Slot,,,槽位,,,,,,标准译名列表,,
游戏内容,,Material,,,材料,,,,,,标准译名列表,,
游戏内容,,Renewable resource,,,可再生资源,,,,,,标准译名列表,,
游戏内容,,Rarity,,,稀有度,,,,,,标准译名列表,,
游戏内容,,Scoreboard,,,记分板,,,,,,标准译名列表,,
游戏内容,,Spawn,,,生成,,,,,,标准译名列表,,
游戏内容,,Status effect,,,状态效果,,,,,,标准译名列表,,
游戏内容,,Third person view,,,第三人称视角,,,,,,标准译名列表,,
游戏内容,,Waterlogging,,,含水,,,,,,标准译名列表,,
游戏内容,,Breaking,Break,,挖掘,,,,,,标准译名列表,,
游戏内容,,Breeding,Breed,,繁殖,,,,,,标准译名列表,,
游戏内容,,Brewing,Brew,,酿造,,,,,,标准译名列表,,
游戏内容,,Farming,Farm,,耕种,,,,,,标准译名列表,,
游戏内容,,Crafting,Craft,,合成,,,,,,标准译名列表,,
游戏内容,,Recipe book,,,配方书,,,,,,标准译名列表,,
游戏内容,,Enchanting,,,附魔,,,,,,标准译名列表,,
游戏内容,,Health,,,生命,,,,,,标准译名列表,,
游戏内容,,Health bar,,,生命条,,,,,,标准译名列表,,
游戏内容,,Hunger,,,饥饿,,,,,,标准译名列表,,
游戏内容,,Saturation level,,,饱和度,,,,,,标准译名列表,,
游戏内容,,Smelting,,,烧炼,,,,,,标准译名列表,,
游戏内容,,Trading,,,交易,,村民交易,,,,标准译名列表,,
游戏内容,,Blocking,,,防御,,,,,,标准译名列表,,
游戏内容,,Dual wield,,,双持,,,,,,标准译名列表,,
游戏内容,,Sneaking,Crouching,,潜行,,,,,,标准译名列表/语言文件导出,,
游戏内容,,Sprinting,,,疾跑,,,,,,标准译名列表,,
游戏内容,,Transportation,,,运输,,,,,,标准译名列表,,
游戏内容,,Vehicle,,,载具,,,,,,标准译名列表,总称,
游戏内容,,Tutorial hint,,,教学提示,,,,,,标准译名列表,,
游戏内容,,Illager patrol,,,灾厄巡逻队,,,,,,标准译名列表,,
游戏内容,,Raid,,,袭击,,,,,,标准译名列表,,
游戏内容,,Tier,,,品质,,,,,,标准译名列表,,
生物群系,,Ocean,,,海洋,,,,,,标准译名列表,,
生物群系,,Plains,,,平原,,,,,,标准译名列表,,
生物群系,,Desert,,,沙漠,,,,,,标准译名列表,,
生物群系,,Windswept Hills,,,风袭丘陵,,,,,,标准译名列表,,
生物群系,,Forest,,,森林,,,,,,标准译名列表,,
生物群系,,Taiga,,,针叶林,,,,,,标准译名列表,,
生物群系,,Swamp,,,沼泽,,,,,,标准译名列表,,
生物群系,,River,,,河流,,,,,,标准译名列表,,
生物群系,,Nether Wastes,,,下界荒地,,,,,,标准译名列表,,
生物群系,,The End,,,末地,,,,,,标准译名列表,,
生物群系,,Frozen Ocean,,,冻洋,,,,,,标准译名列表,,
生物群系,,Frozen River,,,冻河,,,,,,标准译名列表,,
生物群系,,Snowy Plains,,,积雪的平原,,,,,,标准译名列表,,
生物群系,,Mushroom Fields,,,蘑菇岛,,,,,,标准译名列表,,
生物群系,,Beach,,,沙滩,,,,,,标准译名列表,,
生物群系,,Jungle,,,丛林,,,,,,标准译名列表,,
生物群系,,Sparse Jungle,,,稀疏的丛林,,,,,,标准译名列表,,
生物群系,,Deep Ocean,,,深海,,,,,,标准译名列表,,
生物群系,,Stony Shore,,,石岸,,,,,,标准译名列表,,
生物群系,,Snowy Beach,,,积雪的沙滩,,,,,,标准译名列表,,
生物群系,,Birch Forest,,,桦木森林,,,,,,标准译名列表,,
生物群系,,Dark Forest,,,黑森林,,,,,,标准译名列表,,
生物群系,,Snowy Taiga,,,积雪的针叶林,,,,,,标准译名列表,,
生物群系,,Old Growth Pine Taiga,,,原始松木针叶林,,,,,,标准译名列表,,
生物群系,,Windswept Forest,,,风袭森林,,,,,,标准译名列表,,
生物群系,,Savanna,,,热带草原,,,,,,标准译名列表,,
生物群系,,Savanna Plateau,,,热带高原,,,,,,标准译名列表,,
生物群系,,Badlands,,,恶地,,,,,,标准译名列表,,
生物群系,,Wooded Badlands,,,繁茂的恶地,,,,,,标准译名列表,,
生物群系,,Small End Islands,,,末地小型岛屿,,,,,,标准译名列表,,
生物群系,,End Midlands,,,末地中型岛屿,,,,,,标准译名列表,,
生物群系,,End Highlands,,,末地高岛,,,,,,标准译名列表,,
生物群系,,End Barrens,,,末地荒岛,,,,,,标准译名列表,,
生物群系,,Warm Ocean,,,暖水海洋,,,,,,标准译名列表,,
生物群系,,Lukewarm Ocean,,,温水海洋,,,,,,标准译名列表,,
生物群系,,Cold Ocean,,,冷水海洋,,,,,,标准译名列表,,
生物群系,,Deep Lukewarm Ocean,,,温水深海,,,,,,标准译名列表,,
生物群系,,Deep Cold Ocean,,,冷水深海,,,,,,标准译名列表,,
生物群系,,Deep Frozen Ocean,,,冰冻深海,,,,,,标准译名列表,,
生物群系,,The Void,,,虚空,,,,,,标准译名列表,,
生物群系,,Sunflower Plains,,,向日葵平原,,,,,,标准译名列表,,
